600,37.8000000000,-92.1000000000
600,37.9000000000,-92.1000000000
600,37.8000000000,-92.0000000000
600,37.9000000000,-92.0000000000
500,37.9000000000,-92.2000000000
100,44.7000000000,-122.2000000000
100,44.8000000000,-122.2000000000
100,44.7000000000,-122.1000000000
100,44.8000000000,-122.1000000000
100,34.5000000000,-112.3000000000
100,34.6000000000,-112.3000000000
100,34.5000000000,-112.2000000000
100,34.6000000000,-112.2000000000
100,41.7000000000,-112.2000000000
100,41.6000000000,-112.1000000000
100,41.7000000000,-112.1000000000
100,41.7000000000,-112.0000000000
100,44.6000000000,-104.9000000000
100,44.6000000000,-104.8000000000
100,44.7000000000,-104.8000000000
100,44.6000000000,-104.7000000000
100,33.2000000000,-104.5000000000
100,33.1000000000,-104.4000000000
100,33.2000000000,-104.4000000000
100,33.2000000000,-104.3000000000
100,29.1000000000,-99.0000000000
100,29.2000000000,-99.0000000000
100,48.1000000000,-99.0000000000
100,29.1000000000,-98.9000000000
100,29.2000000000,-98.9000000000
100,48.1000000000,-98.9000000000
100,48.2000000000,-98.9000000000
100,48.1000000000,-98.8000000000
100,48.2000000000,-98.8000000000
100,34.1000000000,-98.6000000000
100,34.2000000000,-98.6000000000
100,34.2000000000,-98.5000000000
100,40.4000000000,-98.3000000000
100,40.3000000000,-98.2000000000
100,40.4000000000,-98.2000000000
100,40.3000000000,-98.1000000000
100,40.4000000000,-98.1000000000
100,37.2000000000,-96.8000000000
100,37.1000000000,-96.7000000000
100,37.2000000000,-96.7000000000
100,37.1000000000,-96.6000000000
100,37.2000000000,-96.6000000000
100,36.8000000000,-96.0000000000
100,36.8000000000,-95.9000000000
100,46.8000000000,-95.9000000000
100,46.9000000000,-95.9000000000
100,46.8000000000,-95.8000000000
100,46.9000000000,-95.8000000000
100,46.8000000000,-95.7000000000
100,46.9000000000,-95.7000000000
100,33.6000000000,-95.3000000000
100,33.7000000000,-95.3000000000
100,33.6000000000,-95.2000000000
100,33.7000000000,-95.2000000000
100,29.9000000000,-94.6000000000
100,30.0000000000,-94.6000000000
100,30.0000000000,-94.5000000000
100,41.5000000000,-94.3000000000
100,41.5000000000,-94.2000000000
100,41.6000000000,-94.2000000000
100,41.5000000000,-94.1000000000
100,30.2000000000,-93.8000000000
100,30.3000000000,-93.8000000000
100,30.3000000000,-93.7000000000
100,43.7000000000,-92.8000000000
100,43.8000000000,-92.8000000000
100,43.7000000000,-92.7000000000
100,43.8000000000,-92.7000000000
100,43.7000000000,-92.6000000000
100,36.7000000000,-90.0000000000
100,36.8000000000,-90.0000000000
100,36.8000000000,-89.9000000000
100,40.1000000000,-88.8000000000
100,40.2000000000,-88.8000000000
100,40.1000000000,-88.7000000000
100,40.2000000000,-88.7000000000
100,40.3000000000,-88.4000000000
100,36.7000000000,-88.3000000000
100,40.3000000000,-88.3000000000
100,40.4000000000,-88.3000000000
100,36.7000000000,-88.2000000000
100,36.8000000000,-88.2000000000
100,40.3000000000,-88.2000000000
100,36.7000000000,-88.1000000000
100,42.8000000000,-84.7000000000
100,42.8000000000,-84.6000000000
100,42.9000000000,-84.6000000000
100,42.8000000000,-84.5000000000
100,42.9000000000,-84.5000000000
100,36.2000000000,-84.3000000000
100,36.1000000000,-84.2000000000
100,36.2000000000,-84.2000000000
100,36.2000000000,-84.1000000000
100,42.3000000000,-84.0000000000
100,42.4000000000,-84.0000000000
100,42.3000000000,-83.9000000000
100,42.4000000000,-83.9000000000
100,36.8000000000,-83.8000000000
100,36.9000000000,-83.8000000000
100,42.3000000000,-83.8000000000
100,42.4000000000,-83.8000000000
100,36.8000000000,-83.7000000000
100,36.9000000000,-83.7000000000
100,41.9000000000,-83.5000000000
100,42.0000000000,-83.5000000000
100,42.2000000000,-83.5000000000
100,41.9000000000,-83.4000000000
100,42.0000000000,-83.4000000000
100,42.2000000000,-83.4000000000
100,42.3000000000,-83.4000000000
100,41.9000000000,-83.3000000000
100,42.2000000000,-83.3000000000
100,42.3000000000,-83.3000000000
100,32.4000000000,-83.1000000000
100,32.5000000000,-83.1000000000
100,32.4000000000,-83.0000000000
100,32.5000000000,-83.0000000000
100,33.2000000000,-83.0000000000
100,33.3000000000,-83.0000000000
100,34.1000000000,-83.0000000000
100,34.2000000000,-83.0000000000
100,33.2000000000,-82.9000000000
100,33.3000000000,-82.9000000000
100,34.1000000000,-82.9000000000
100,34.2000000000,-82.9000000000
100,39.0000000000,-82.3000000000
100,39.1000000000,-82.3000000000
100,39.0000000000,-82.2000000000
100,39.1000000000,-82.2000000000
100,42.2000000000,-79.5000000000
100,42.3000000000,-79.5000000000
100,42.2000000000,-79.4000000000
100,42.3000000000,-79.4000000000
100,42.2000000000,-79.3000000000
100,37.0000000000,-77.7000000000
100,37.1000000000,-77.7000000000
100,37.0000000000,-77.6000000000
100,37.1000000000,-77.6000000000
100,44.0000000000,-76.2000000000
100,44.0000000000,-76.1000000000
100,44.1000000000,-76.1000000000
100,44.0000000000,-76.0000000000
100,40.0000000000,-75.5000000000
100,40.1000000000,-75.5000000000
100,40.0000000000,-75.4000000000
100,40.1000000000,-75.4000000000
100,38.7000000000,-75.2000000000
100,38.7000000000,-75.1000000000
100,38.8000000000,-75.1000000000
100,38.7000000000,-75.0000000000
100,45.0000000000,-69.4000000000
100,45.0000000000,-69.3000000000
100,45.1000000000,-69.3000000000
100,45.0000000000,-69.2000000000
100,45.1000000000,-69.2000000000
100,43.9000000000,-122.9000000000
100,44.0000000000,-122.9000000000
100,43.9000000000,-122.8000000000
100,44.0000000000,-122.8000000000
100,44.8000000000,-122.3000000000
